zaman_olcum,count,sicaklik_2m_min,sicaklik_2m_max,sicaklik_2m_minmax,sicaklik_2m_mean,nispi_nem_2m_min,nispi_nem_2m_max,nispi_nem_2m_minmax,nispi_nem_2m_mean,gunes_radyasyon,gunes_radyasyon_sunshine,hava_basinci,ruzgar_hizi,et0_hesapli_sum,et0_hesapli_valid,et0_hourly,et0_hourly_alt
2014-04-02 16:00:00,6,19.4,20.0,19.7,19.599999999999998,27.0,33.0,30.0,30.5,1.9098,1.0,100.72333333333333,1.712962962962963,0.4064,1.0,0.4939949164304806,0.4996543526953917
2014-04-02 17:00:00,6,18.9,19.4,19.15,19.316666666666666,30.0,37.0,33.5,33.5,1.3457999999999999,1.0,100.715,1.4351851851851853,0.3048,1.0,0.3640573366874925,0.36767185412901265
2014-04-02 18:00:00,5,17.8,18.9,18.35,18.439999999999998,35.0,43.0,39.0,38.4,0.65376,0.8,100.72,0.4444444444444445,0.0,0.0,0.1619540480468262,0.16366303314879324
2014-04-02 19:00:00,2,13.9,15.0,14.45,14.45,45.0,45.0,45.0,45.0,0.016200000000000003,0.0,100.735,0.0,0.0254,1.0,0.0020281565131331832,0.002065570906683414
2014-04-02 20:00:00,6,12.2,13.9,13.05,13.15,43.0,48.0,45.5,45.333333333333336,0.0,0.0,100.78833333333333,0.046296296296296294,0.0508,1.0,0.0019877643135196347,0.0019308856096948027
2014-04-02 21:00:00,6,9.4,11.7,10.55,10.850000000000001,49.0,63.0,56.0,53.5,0.0,0.0,100.84333333333333,0.8333333333333333,0.0762,1.0,0.02551319297894463,0.024885453476613514
2014-04-02 22:00:00,6,8.3,10.6,9.45,9.916666666666668,52.0,62.0,57.0,55.0,0.0,0.0,100.86333333333333,0.6018518518518517,0.0508,1.0,0.017833138793906814,0.017390818334305256
2014-04-02 23:00:00,6,9.4,10.6,10.0,10.0,49.0,55.0,52.0,51.833333333333336,0.0,0.0,100.875,0.18518518518518517,0.0508,1.0,0.006254610847757483,0.006089361944783188
2014-04-03 00:00:00,6,7.8,8.3,8.05,7.883333333333333,59.0,63.0,61.0,61.666666666666664,0.0,0.0,100.86833333333333,0.5092592592592592,0.0508,1.0,0.012137985778926113,0.011850429161515148
2014-04-03 01:00:00,6,7.2,8.3,7.75,7.95,57.0,63.0,60.0,59.666666666666664,0.0,0.0,100.86,0.0,0.0254,1.0,0.0,0.0
2014-04-03 02:00:00,5,7.8,8.3,8.05,8.2,56.0,59.0,57.5,57.0,0.0,0.0,100.826,0.0,0.0254,1.0,0.0,0.0
2014-04-03 03:00:00,6,7.2,7.8,7.5,7.300000000000001,60.0,64.0,62.0,62.166666666666664,0.0,0.0,100.80166666666668,0.0,0.0254,1.0,0.0,0.0
2014-04-03 04:00:00,6,3.9,6.1,5.0,5.283333333333332,66.0,77.0,71.5,70.66666666666667,0.0,0.0,100.79500000000002,0.5092592592592592,0.0,0.0,0.008424854451383293,0.008243853851703647
2014-04-03 05:00:00,6,2.8,3.3,3.05,3.0500000000000003,79.0,82.0,80.5,80.16666666666667,0.0,0.0,100.80666666666667,1.1111111111111112,0.0508,2.0,0.010291719786618211,0.010105627817294164
2014-04-03 06:00:00,6,2.8,5.0,3.9,3.783333333333333,72.0,82.0,77.0,77.66666666666667,0.0,0.0,100.83833333333335,1.8055555555555556,0.0254,1.0,0.017578887538469177,0.017280999047070728
2014-04-03 07:00:00,6,5.0,7.2,6.1,6.133333333333334,62.0,77.0,69.5,68.66666666666667,0.14520000000000002,0.0,100.91,1.6203703703703702,0.0762,1.0,0.03658566886230285,0.03645135912066594
2014-04-03 08:00:00,6,5.6,10.6,8.1,8.166666666666666,70.0,78.0,74.0,75.0,0.759,1.0,100.96833333333333,1.0648148148148149,0.127,1.0,0.13990470730508306,0.1430325894962587
2014-04-03 09:00:00,6,12.2,15.0,13.6,13.6,53.0,64.0,58.5,57.333333333333336,1.4652,1.0,101.0,1.4351851851851853,0.254,1.0,0.31203406917478554,0.3177964933304169
2014-04-03 10:00:00,6,15.6,18.3,16.95,17.133333333333333,43.0,54.0,48.5,48.833333333333336,2.0736000000000003,1.0,100.99666666666667,1.25,0.3556,1.0,0.4780828183393453,0.4861413298792371
2014-04-03 11:00:00,6,18.9,20.0,19.45,19.516666666666666,34.0,41.0,37.5,38.666666666666664,2.5476,1.0,100.97166666666668,1.9907407407407407,0.4826,1.0,0.6129205396816689,0.6219268341116898
2014-04-03 12:00:00,6,18.9,20.6,19.75,20.016666666666666,33.0,43.0,38.0,36.333333333333336,1.9956000000000003,1.0,100.94999999999999,1.712962962962963,0.4064,1.0,0.5089526567052984,0.5154035038830207
2014-04-03 13:00:00,6,19.4,21.1,20.25,20.366666666666664,31.0,39.0,35.0,33.5,1.7412,1.0,100.91666666666666,1.2962962962962963,0.381,1.0,0.4577778689793108,0.46321586483515115
2014-04-03 14:00:00,5,20.6,21.7,21.15,21.139999999999997,29.0,33.0,31.0,31.4,2.14704,1.0,100.898,1.6666666666666665,0.4318,1.0,0.5618979141081031,0.5685460864831681
2014-04-03 15:00:00,6,20.6,22.2,21.4,21.483333333333334,28.0,35.0,31.5,31.666666666666668,2.481,1.0,100.88000000000001,2.685185185185185,0.5588,1.0,0.6399123625707585,0.6472663307906912
2014-04-03 16:00:00,6,20.6,21.7,21.15,20.95,29.0,33.0,31.0,31.666666666666668,1.7916,1.0,100.87000000000002,2.824074074074074,0.4572,1.0,0.4954444788509705,0.49973955129198827
